109,47,77,48,44,27,14,2653,3081,3318
173,132,156,17,33,29,29,3217,830,1294
76,72,184,90,75,62,808,4008,1569,402
71,142,249,196,79,44,910,3419,406,386
35,81,432,475,299,20,938,3288,1393,950
27,25,171,696,1470,1454,4618,4137,1348,104
60,98,114,189,501,429,2779,817,560,232
0,0,1606,1892,723,214,3582,929,243,313
0,0,415,2968,3675,2421,3546,1809,1188,425
0,0,0,739,1164,747,309,476,395,160
