109,47,77,48,44,27,14,1711,1975,2141
173,132,156,17,33,29,29,2140,579,902
76,70,180,89,75,62,586,2705,1226,336
71,138,239,188,77,44,622,2228,336,336
35,79,414,446,251,20,653,2225,1065,783
27,25,168,637,1229,1089,3072,2809,1005,102
60,98,112,174,428,373,1748,590,437,222
0,0,880,1034,500,189,2326,660,192,287
0,0,253,1722,2280,1442,2249,1297,947,366
0,0,0,455,784,554,246,337,338,142
