109,47,77,48,44,27,14,2876,3324,3564
173,132,156,17,33,29,29,3468,878,1360
76,72,184,90,75,62,832,4252,1627,414
71,142,249,199,80,44,948,3646,416,393
35,82,434,481,314,20,992,3526,1449,975
27,25,171,707,1521,1513,4944,4420,1399,104
60,98,114,190,518,441,3007,864,577,232
0,0,1781,2095,756,218,3803,970,244,313
0,0,451,3223,3928,2613,3778,1870,1197,426
0,0,0,787,1213,760,310,485,395,160
