109,47,77,48,44,27,14,1035,1192,1316
173,132,156,17,33,29,29,1317,366,587
76,63,176,88,75,62,387,1699,805,226
71,125,216,167,69,44,408,1386,226,268
35,73,358,381,181,20,439,1383,735,602
27,24,141,493,885,740,1959,1815,679,88
59,92,96,129,329,311,1062,404,294,180
0,0,443,527,299,162,1389,411,118,209
0,0,128,909,1261,786,1249,708,572,243
0,0,0,257,433,322,155,181,234,100
