0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0
0,0,0,8,3,3,6,4,0,0
0,0,0,17,4,6,12,6,0,0
0,0,46,18,15,9,21,0,0,0
84,140,108,40,56,58,25,0,0,0
314,217,55,16,7,63,32,40,26,0
494,319,261,282,160,155,77,108,51,0
579,326,151,77,7,10,15,61,29,12
261,2,4,6,6,14,14,23,10,6
