109,47,77,48,44,27,14,1382,1597,1745
173,132,156,17,33,29,29,1753,480,749
76,70,180,89,75,62,486,2195,999,281
71,138,238,182,76,44,513,1800,276,294
35,79,409,431,215,20,550,1805,907,687
27,25,167,588,1079,954,2548,2294,846,100
60,98,112,161,388,345,1430,492,373,216
0,0,669,790,404,176,1920,551,172,277
0,0,196,1351,1825,1155,1818,1050,817,337
0,0,0,361,632,452,204,273,299,127
