109,47,77,48,44,27,14,1986,2309,2495
173,132,156,17,33,29,29,2445,650,1019
76,70,180,89,75,62,643,3057,1331,357
71,138,240,188,77,44,705,2551,355,352
35,80,419,451,269,20,735,2528,1169,837
27,25,168,663,1332,1228,3536,3232,1116,104
60,98,112,182,469,413,2040,674,468,226
0,0,1066,1263,558,208,2693,753,203,297
0,0,292,2045,2638,1698,2585,1421,1009,388
0,0,0,534,891,611,263,371,358,150
