100,42,74,47,44,27,12,590,692,782
161,123,145,12,23,24,25,741,206,360
72,57,152,75,60,49,227,966,500,141
70,111,177,129,53,38,233,769,150,162
35,42,252,269,119,19,282,773,432,362
25,18,103,331,579,438,1163,1061,439,73
52,70,68,90,248,259,611,252,208,147
0,0,220,251,153,141,789,240,72,165
0,0,61,446,625,412,715,442,372,184
0,0,0,133,209,172,89,120,155,68
